Transcript	dNdS	pNpS	Mk_10pct
Manes.09G131200.1.v7.1	0.11695	0.75	-5.41299700726806
Manes.09G131500.1.v7.1	0.40068	2.28571428571429	-4.70458791483051
Manes.09G131600.1.v7.1	0.14	1	-6.14285714285714
Manes.09G131800.4.v7.1	0.31247	0	1
Manes.09G131900.1.v7.1	0.19264	0.5	-1.59551495016611
Manes.09G132000.1.v7.1	0.18639	0	1
Manes.09G132100.1.v7.1	0.18625	1.33333333333333	-6.15883668903801
Manes.09G132200.1.v7.1	0.29579	1.4	-3.73308766354508
Manes.09G132300.1.v7.1	0.45281	0.142857142857143	0.684509743916559
Manes.09G132400.1.v7.1	0.12017	0.666666666666667	-4.54769631910349
Manes.09G132500.1.v7.1	0.27481	0.9	-2.27498999308613
Manes.09G132900.1.v7.1	0.16862	0.666666666666667	-2.95366306883328
Manes.09G133000.3.v7.1	0.15112	0.125	0.172842773954473
Manes.09G133300.1.v7.1	0.21769	NA	NA
Manes.09G133400.1.v7.1	0.45052	1.6	-2.55145165586433
Manes.09G133500.2.v7.1	0.31348	1.42857142857143	-3.557137388578
Manes.09G133600.1.v7.1	0.22177	0.666666666666667	-2.00611744900873
Manes.09G133700.2.v7.1	0.37548	1.5	-2.99488654522212
Manes.09G133800.1.v7.1	1e-04	0.333333333333333	-3332.33333333333
Manes.09G133900.2.v7.1	0.55069	4.2	-6.62679547476802
Manes.09G134000.1.v7.1	0.16662	Inf	-Inf
Manes.09G134100.5.v7.1	0.43197	0.166666666666667	0.614170737165389
Manes.09G134200.15.v7.1	0.19681	0.666666666666667	-2.38736175329844
Manes.09G134400.2.v7.1	0.55318	0.833333333333333	-0.506441544042324
Manes.09G134600.4.v7.1	0.29883	0	1
Manes.09G134700.10.v7.1	0.54266	NA	NA
Manes.09G134900.6.v7.1	0.19805	0.4	-1.01969199697046
Manes.09G135000.2.v7.1	0.36076	0.5	-0.38596296706952
Manes.09G135200.1.v7.1	0.45052	0.625	-0.387285803072006
Manes.09G135300.4.v7.1	0.1048	1.14285714285714	-9.90512540894217
Manes.09G135400.1.v7.1	0.24166	0.333333333333333	-0.379348395817814
Manes.09G135500.1.v7.1	0.39789	2.6	-5.53446932569303
Manes.09G135600.1.v7.1	0.23488	0.428571428571429	-0.824639937718959
Manes.09G135700.1.v7.1	0.24994	0.75	-2.00072017284148
Manes.09G135800.1.v7.1	0.38702	0.75	-0.937884347062167
Manes.09G135900.1.v7.1	0.10298	1	-8.71062342202369
Manes.09G136100.1.v7.1	0.35115	2.8	-6.97380037021216
Manes.09G136200.1.v7.1	0.41298	0.666666666666667	-0.614283177555007
Manes.09G136300.1.v7.1	0.22097	Inf	-Inf
Manes.09G136600.1.v7.1	0.31336	1	-2.19121776870054
Manes.09G136700.8.v7.1	0.48758	2	-3.10189097173797
Manes.09G136800.2.v7.1	0.06143	2	-31.5573823864561
Manes.09G136900.2.v7.1	0.66338	0.25	0.623142090506196
Manes.09G137000.3.v7.1	0.29222	1.4	-3.79091095749778
Manes.09G137100.1.v7.1	0.12656	0.444444444444444	-2.51172917544599
Manes.09G137200.1.v7.1	0.30884	1.71428571428571	-4.55072436953021
Manes.09G137300.1.v7.1	0.19516	0.8	-3.0992006558721
Manes.09G137500.2.v7.1	0.176	2	-10.3636363636364
Manes.09G137600.1.v7.1	0.12251	1	-7.16259897151253
Manes.09G137700.1.v7.1	0.04985	0.333333333333333	-5.68672684720829
Manes.09G137800.2.v7.1	0.5145	1.5	-1.91545189504373
Manes.09G137900.1.v7.1	0.30636	1.11111111111111	-2.62681522101812
Manes.09G138000.3.v7.1	0.04408	0.75	-16.0145190562613
Manes.09G138100.1.v7.1	0.21573	0	1
Manes.09G138200.2.v7.1	0.13449	0.636363636363636	-3.73167994916824
Manes.09G138400.1.v7.1	0.58361	Inf	-Inf
Manes.09G138500.2.v7.1	0.26347	0.666666666666667	-1.53033235915538
Manes.09G138800.1.v7.1	0.32921	Inf	-Inf
Manes.09G138900.1.v7.1	0.30286	2.5	-7.25463910717823
Manes.09G139000.3.v7.1	0.29919	5	-15.7117884956048
Manes.09G139100.9.v7.1	0.21156	0.75	-2.54509359047079
Manes.09G139300.1.v7.1	0.15701	1.41666666666667	-8.02277986540138
Manes.09G139400.3.v7.1	0.13336	0.714285714285714	-4.35607164281429
Manes.09G139500.8.v7.1	0.93421	1.6	-0.712677021226491
Manes.09G139600.1.v7.1	0.16557	1.66666666666667	-9.06623583177309
Manes.09G139700.3.v7.1	0.26332	1.33333333333333	-4.06354752139348
Manes.09G139800.1.v7.1	0.35617	0.857142857142857	-1.40655545706504
Manes.09G139900.1.v7.1	0.27392	0.25	0.0873247663551402
Manes.09G140000.1.v7.1	0.1735	0.466666666666667	-1.6897214217099
Manes.09G140200.1.v7.1	0.02576	0.5	-18.4099378881988
Manes.09G140400.1.v7.1	0.32453	Inf	-Inf
Manes.09G140500.1.v7.1	0.20098	1.5	-6.46342919693502
Manes.09G140700.1.v7.1	2	Inf	-Inf
Manes.09G140800.1.v7.1	0.11876	0	1
Manes.09G140900.1.v7.1	0.2649	1.5	-4.66251415628539
Manes.09G141100.1.v7.1	0.21749	0	1
Manes.09G141200.1.v7.1	0.29377	2.75	-8.36106477856827
Manes.09G141300.1.v7.1	0.08625	0	1
Manes.09G141400.1.v7.1	0.09796	0.777777777777778	-6.93974865024273
Manes.09G141500.1.v7.1	0.11935	0.5	-3.18935902806871
Manes.09G141600.1.v7.1	0.1978	8	-39.4448938321537
Manes.09G141700.1.v7.1	0.45867	3.75	-7.17581267577997
Manes.09G141800.1.v7.1	0.0582	0.166666666666667	-1.86368843069875
Manes.09G141900.1.v7.1	0.14393	0	1
Manes.09G142000.1.v7.1	0.39185	1.5	-2.82799540640551
Manes.09G142100.1.v7.1	0.4119	2.5	-5.06943432872056
Manes.09G142200.1.v7.1	0.35914	2	-4.56885894080303
Manes.09G142300.1.v7.1	0.2677	0.6	-1.24131490474412
Manes.09G142400.1.v7.1	0.17801	0.235294117647059	-0.321802806848261
Manes.09G142500.1.v7.1	0.16617	0.75	-3.5134500812421
Manes.09G142600.6.v7.1	0.39298	2	-4.08931752252023
Manes.09G142700.3.v7.1	0.34733	2.5	-6.19776581349149
Manes.09G142800.2.v7.1	1e-04	1	-9999
Manes.09G142900.2.v7.1	0.39196	0	1
Manes.09G143000.1.v7.1	0.1418	0	1
Manes.09G143100.1.v7.1	0.37172	0.333333333333333	0.103267692528427
Manes.09G143300.2.v7.1	0.1249	0.666666666666667	-4.33760341606619
Manes.09G143400.1.v7.1	0.70928	5	-6.04940221069253
Manes.09G143500.2.v7.1	0.49721	1.75	-2.5196395889061
Manes.09G143600.1.v7.1	0.30202	0.846153846153846	-1.8016483880334
Manes.09G143800.1.v7.1	0.22513	Inf	-Inf
Manes.09G144100.1.v7.1	0.278	0.8	-1.87769784172662
Manes.09G144300.1.v7.1	0.14778	1	-5.76681553660847
Manes.09G144400.1.v7.1	0.25366	Inf	-Inf
Manes.09G144500.1.v7.1	0.06574	0	1
Manes.09G144600.5.v7.1	0.18497	1.33333333333333	-6.20837613306661
Manes.09G144700.1.v7.1	0.2046	2	-8.77517106549365
Manes.09G144800.4.v7.1	0.48416	2.66666666666667	-4.50782110597049
Manes.09G144900.1.v7.1	0.21758	2	-8.19202132548948
Manes.09G145000.4.v7.1	0.47938	1.14285714285714	-1.38403175530297
Manes.09G145100.3.v7.1	0.48693	2.66666666666667	-4.47648874923843
Manes.09G145300.4.v7.1	0.17005	3	-16.6418700382241
Manes.09G145400.1.v7.1	0.06074	0.555555555555556	-8.14645300552447
Manes.09G145500.2.v7.1	0.08813	0.555555555555556	-5.30381885346143
Manes.09G145600.2.v7.1	0.2166	2.66666666666667	-11.3114804555248
Manes.09G145700.1.v7.1	0.25766	3	-10.6432507956221
Manes.09G145800.1.v7.1	0.20572	2.2	-9.69414738479487
Manes.09G145900.1.v7.1	0.19249	0.5	-1.59753753441737
Manes.09G146000.1.v7.1	0.2204	0.285714285714286	-0.296344309048484
Manes.09G146100.1.v7.1	0.57436	2	-2.48213663904172
Manes.09G146200.3.v7.1	0.08304	0.416666666666667	-4.01766217084137
Manes.09G146300.1.v7.1	0.24225	0.4	-0.651186790505676
Manes.09G146400.1.v7.1	0.31806	1.30769230769231	-3.11146421333179
Manes.09G146500.2.v7.1	0.02282	0	1
Manes.09G146600.1.v7.1	0.2138	5	-22.3863423760524
Manes.09G146900.6.v7.1	0.46561	1	-1.14772019501299
Manes.09G147000.3.v7.1	0.15121	1.09090909090909	-6.21453006354798
Manes.09G147100.1.v7.1	0.12544	1	-6.9719387755102
Manes.09G147200.1.v7.1	0.77917	0.571428571428571	0.266618874663333
Manes.09G147400.4.v7.1	0.33579	3	-7.93415527561869
Manes.09G147500.1.v7.1	0.32774	2.2	-5.71263806676024
Manes.09G147600.3.v7.1	0.08632	0	1
Manes.09G147700.2.v7.1	0.05754	0	1
Manes.09G147800.2.v7.1	0.29768	2.5	-7.3982800322494
Manes.09G147900.2.v7.1	0.15847	0.4	-1.52413706064239
Manes.09G148000.1.v7.1	0.17276	1	-4.78837693910627
Manes.09G148100.4.v7.1	0.40654	1	-1.45978255522212
Manes.09G148300.1.v7.1	0.17402	0.5	-1.87323296172854
Manes.09G148400.1.v7.1	0.14877	0.5	-2.36089265308866
Manes.09G148500.1.v7.1	2	0.5	0.75
Manes.09G148600.1.v7.1	0.21787	1.25	-4.73736631936476
Manes.09G148700.1.v7.1	0.04974	1.5	-29.1568154402895
Manes.09G148800.1.v7.1	0.2872	1.5	-4.22284122562674
Manes.09G149000.1.v7.1	0.14895	1	-5.71366230278617
Manes.09G149100.1.v7.1	0.20751	5	-23.0952243265385
Manes.09G149200.1.v7.1	0.15171	0.5	-2.29576165051743
Manes.09G149300.1.v7.1	0.30929	1	-2.23321154903165
Manes.09G149500.1.v7.1	0.18125	0	1
Manes.09G149600.1.v7.1	0.29241	Inf	-Inf
Manes.09G149700.1.v7.1	0.23077	0.5	-1.16665944446852
Manes.09G149800.1.v7.1	0.12719	NA	NA
Manes.09G149900.1.v7.1	0.11638	Inf	-Inf
Manes.09G150100.1.v7.1	1.10711	1	0.0967473873418179
Manes.09G150200.1.v7.1	0.13022	0.25	-0.919827983412686
Manes.09G150300.1.v7.1	2	Inf	-Inf
Manes.09G150400.5.v7.1	0.45678	0.962962962962963	-1.1081548293773
Manes.09G150800.4.v7.1	0.22959	1.375	-4.98893680038329
Manes.09G150900.3.v7.1	0.31321	3	-8.57823824271256
Manes.09G151000.1.v7.1	0.33497	NA	NA
Manes.09G151100.4.v7.1	0.46646	3	-5.43141962869271
Manes.09G151200.1.v7.1	0.20524	2	-8.74468914441629
Manes.09G151400.1.v7.1	0.40025	0	1
Manes.09G151500.1.v7.1	0.35559	1.33333333333333	-2.74963675393945
Manes.09G151600.3.v7.1	0.18914	Inf	-Inf
Manes.09G151700.1.v7.1	0.26013	1.5	-4.76634759543305
Manes.09G151800.1.v7.1	0.05476	1	-17.2615047479912
Manes.09G151900.2.v7.1	0.1613	NA	NA
Manes.09G152100.1.v7.1	0.13673	Inf	-Inf
Manes.09G152200.1.v7.1	0.04774	0	1
Manes.09G152300.1.v7.1	0.26517	Inf	-Inf
Manes.09G152500.7.v7.1	0.2208	1.25	-4.66123188405797
Manes.09G152800.5.v7.1	0.09942	0	1
Manes.09G152900.3.v7.1	0.14992	Inf	-Inf
Manes.09G153000.4.v7.1	0.2945	Inf	-Inf
Manes.09G153100.1.v7.1	0.41838	3	-6.17051484296573
Manes.09G153400.2.v7.1	1e-04	0.333333333333333	-3332.33333333333
Manes.09G153500.1.v7.1	0.44943	2.66666666666667	-4.93344161864288
Manes.09G153600.1.v7.1	0.06991	Inf	-Inf
Manes.09G153900.1.v7.1	0.15414	NA	NA
Manes.09G154000.1.v7.1	0.24027	1	-3.16198443417822
Manes.09G154200.1.v7.1	0.09724	1.5	-14.4257507198684
Manes.09G154250.1.v7.1	1.65338	3	-0.814464914296774
Manes.09G154300.1.v7.1	0.48026	5	-9.4110273601799
Manes.09G154500.3.v7.1	0.20972	0.333333333333333	-0.589420815054992
Manes.09G154600.2.v7.1	0.3492	0.8	-1.29095074455899
Manes.09G154700.1.v7.1	0.13464	0.555555555555556	-3.1262296164257
Manes.09G154900.1.v7.1	0.01496	0	1
Manes.09G155000.3.v7.1	0.34884	0.75	-1.1499828001376
Manes.09G155200.1.v7.1	0.11703	0.375	-2.20430658805435
Manes.09G155300.1.v7.1	0.12729	0.666666666666667	-4.23738445020557
Manes.09G155500.1.v7.1	0.45306	1	-1.20721317264821
Manes.09G155700.2.v7.1	0.22929	1	-3.36128919708666
Manes.09G155900.1.v7.1	0.10542	1.66666666666667	-14.8097767659521
Manes.09G156000.1.v7.1	0.22495	1.4	-5.22360524561013
Manes.09G156300.1.v7.1	0.18388	0.666666666666667	-2.62555289681677
Manes.09G156400.1.v7.1	0.16709	4	-22.9391944461069
Manes.09G156500.1.v7.1	0.06062	0	1
Manes.09G156600.1.v7.1	0.0703	0	1
Manes.09G156700.1.v7.1	0.35224	Inf	-Inf
Manes.09G156800.3.v7.1	0.24743	0.625	-1.52596694014469
Manes.09G156900.3.v7.1	0.24202	Inf	-Inf
Manes.09G157000.1.v7.1	1.07931	Inf	-Inf
Manes.09G157100.2.v7.1	0.04173	0	1
Manes.09G157200.1.v7.1	0.43155	0	1
Manes.09G157300.1.v7.1	0.07503	0.545454545454545	-6.26981934498927
Manes.09G157400.3.v7.1	0.26088	0.642857142857143	-1.46418714679984
Manes.09G157500.1.v7.1	0.35081	0	1
Manes.09G157600.2.v7.1	0.34521	1.4	-3.05550244778541
Manes.09G157800.1.v7.1	0.19539	2	-9.23593837965095
Manes.09G157900.1.v7.1	0.13384	0.8	-4.97728631201435
Manes.09G158000.1.v7.1	0.25278	0.625	-1.47250573621331
Manes.09G158100.6.v7.1	0.06045	Inf	-Inf
Manes.09G158200.7.v7.1	0.29631	0.333333333333333	-0.124947971156333
Manes.09G158301.1.v7.1	0.40608	1.125	-1.77039007092199
Manes.09G158400.1.v7.1	0.60827	2	-2.28801354661581
Manes.09G158500.7.v7.1	0.37347	1.33333333333333	-2.57012165189528
Manes.09G158700.1.v7.1	0.35969	2.66666666666667	-6.41379150564839
Manes.09G158800.1.v7.1	0.40366	0.833333333333333	-1.06444367371881
Manes.09G158900.1.v7.1	0.14687	0.545454545454545	-2.71385950469493
Manes.09G159000.1.v7.1	0.2089	1.5	-6.18046912398277
Manes.09G159100.1.v7.1	0.18065	1.1	-5.08912261278716
Manes.09G159200.1.v7.1	2	Inf	-Inf
Manes.09G159400.1.v7.1	0.25855	0.444444444444444	-0.71898837534111
Manes.09G159600.1.v7.1	0.65936	2.2	-2.33656879398204
Manes.09G159666.1.v7.1	0.40974	1.44444444444444	-2.52527076791243
Manes.09G159732.1.v7.1	0.38292	1.91304347826087	-3.99593512551152
Manes.09G159800.2.v7.1	0.27017	0	1
Manes.09G159900.1.v7.1	0.59306	1.44444444444444	-1.43557893711334
Manes.09G160000.1.v7.1	0.34146	1.4	-3.10004100041
Manes.09G160200.1.v7.1	0.18734	0.5	-1.66894416568805
Manes.09G160300.1.v7.1	0.49041	0.333333333333333	0.320296622553918
Manes.09G160400.2.v7.1	0.33366	Inf	-Inf
Manes.09G160500.1.v7.1	0.06053	0	1
Manes.09G160800.2.v7.1	0.8511	6.2	-6.28469040065797
Manes.09G160900.1.v7.1	0.36671	1.6	-3.36312072209648
Manes.09G161100.1.v7.1	0.17548	6	-33.1919307043538
Manes.09G161200.1.v7.1	0.1861	1.07142857142857	-4.7572733553389
Manes.09G161300.3.v7.1	0.56688	3	-4.29212531752752
Manes.09G161500.1.v7.1	0.09389	0	1
Manes.09G161600.1.v7.1	0.14945	2	-12.3824021411843
Manes.09G161800.3.v7.1	0.14147	0.5	-2.53431823001343
Manes.09G161900.1.v7.1	0.28946	1.25	-3.31838596006357
Manes.09G162000.1.v7.1	0.19605	0	1
Manes.09G162100.2.v7.1	0.2977	0.857142857142857	-1.87921685301598
Manes.09G162200.3.v7.1	0.23205	0.666666666666667	-1.87294404941464
Manes.09G162300.1.v7.1	0.15588	0.444444444444444	-1.8511960767542
Manes.09G162400.1.v7.1	0.19579	1.8	-8.19352367332346
Manes.09G162500.2.v7.1	0.38172	1.88888888888889	-3.94836238313133
Manes.09G162600.1.v7.1	0.56458	1.2	-1.12547380353537
Manes.09G162700.18.v7.1	0.26639	0.75	-1.81542099928676
Manes.09G162800.1.v7.1	0.27867	1	-2.58847382208347
Manes.09G162900.1.v7.1	0.30526	2.4	-6.86215029810653
Manes.09G163100.2.v7.1	0.63494	5	-6.8747598198255
Manes.09G163200.2.v7.1	0.16012	1.1	-5.86984761428928
Manes.09G163300.4.v7.1	0.1432	1.07692307692308	-6.52041254834553
Manes.09G163400.5.v7.1	0.22844	1	-3.37751707231658
Manes.09G163500.1.v7.1	0.14909	0.5	-2.35367898584747
Manes.09G163600.3.v7.1	0.10644	0.75	-6.04622322435175
Manes.09G163800.1.v7.1	0.3427	0.8	-1.33440326816458
Manes.09G164000.1.v7.1	0.15932	1	-5.27667587245795
Manes.09G164100.1.v7.1	0.1988	0.8	-3.02414486921529
Manes.09G164200.1.v7.1	0.1747	0	1
Manes.09G164300.2.v7.1	0.23094	1.5	-5.49519355676799
Manes.09G164400.3.v7.1	0.41175	1.28571428571429	-2.12256049960969
Manes.09G164500.1.v7.1	0.25383	2	-6.87928928810621
Manes.09G164800.1.v7.1	0.12523	0.333333333333333	-1.66176901168516
Manes.09G164900.1.v7.1	0.32272	2	-5.19732275656916
Manes.09G165000.3.v7.1	0.27988	NA	NA
Manes.09G165100.6.v7.1	0.54702	6	-9.96852034660524
Manes.09G165200.2.v7.1	0.52209	1	-0.915378574575265
Manes.09G165400.1.v7.1	0.34141	3	-7.78708883746815
Manes.09G165600.5.v7.1	0.08397	2	-22.8180302488984
Manes.09G165700.1.v7.1	0.20377	0.333333333333333	-0.635831247648491
Manes.09G165800.2.v7.1	0.28454	0.833333333333333	-1.9287036386214
Manes.09G166001.1.v7.1	0.36087	0.8	-1.21686479895807
Manes.09G166100.3.v7.1	0.56116	2.58333333333333	-3.6035592938437
Manes.09G166400.1.v7.1	0.35115	1	-1.84778584650434
Manes.09G166500.1.v7.1	0.18471	1	-4.41389204699258
Manes.09G166600.2.v7.1	0.08264	0	1
Manes.09G166800.2.v7.1	0.14155	0.666666666666667	-3.70976097963029
Manes.09G166900.1.v7.1	0.1894	0	1
Manes.09G167000.4.v7.1	0.3991	1.14285714285714	-1.86358592547517
Manes.09G167100.1.v7.1	0.20849	1.75	-7.39368794666411
Manes.09G167300.2.v7.1	0.22006	1.47368421052632	-5.69673821015323
Manes.09G167400.2.v7.1	0.25251	0.818181818181818	-2.24019570782075
Manes.09G167500.2.v7.1	0.13791	0.666666666666667	-3.83407052908902
Manes.09G167600.2.v7.1	0.62558	1	-0.598516576616899
Manes.09G167700.1.v7.1	0.16196	0.833333333333333	-4.14530336708652
Manes.09G167800.1.v7.1	0.37825	1.51282051282051	-2.99952548002779
Manes.09G167900.1.v7.1	0.2181	1.90909090909091	-7.75328248093035
Manes.09G168000.6.v7.1	0.26021	1	-2.84304984435648
Manes.09G168100.2.v7.1	0.13385	NA	NA
Manes.09G168200.4.v7.1	0.53049	3.25	-5.12641143094121
Manes.09G168400.1.v7.1	0.43021	11	-24.5689082076195
Manes.09G168500.2.v7.1	0.41049	8	-18.4889035055665
Manes.09G168600.2.v7.1	0.19345	0.333333333333333	-0.723098130438527
Manes.09G168700.1.v7.1	0.14191	1	-6.04671975195546
Manes.09G168800.1.v7.1	0.07168	0.875	-11.20703125
Manes.09G168900.2.v7.1	0.36833	0.352941176470588	0.0417799894915212
Manes.09G169000.1.v7.1	0.34913	0.5	-0.432131297797382
Manes.09G169100.1.v7.1	0.22371	0.166666666666667	0.254987856302056
Manes.09G169200.1.v7.1	0.31523	1.5	-3.75843035244107
Manes.09G169300.1.v7.1	0.36156	4	-10.063170704724
Manes.09G169400.1.v7.1	0.10404	0.5	-3.80584390618993
Manes.09G169600.1.v7.1	0.38145	1.7	-3.45667846375672
Manes.09G169700.1.v7.1	0.56499	0.833333333333333	-0.474952359038803
Manes.09G169800.5.v7.1	0.03371	NA	NA
Manes.09G169900.1.v7.1	0.2853	3	-9.51524710830705
Manes.09G170000.1.v7.1	0.68329	1	-0.463507441935342
Manes.09G170100.1.v7.1	0.11254	0	1
Manes.09G170200.1.v7.1	0.38335	0	1
Manes.09G170401.1.v7.1	0.09226	1	-9.83893344894862
Manes.09G170700.1.v7.1	0.02201	0	1
Manes.09G170800.1.v7.1	0.46727	0.285714285714286	0.388545625196811
Manes.09G170900.2.v7.1	0.21207	4	-17.86169660961
Manes.09G171000.2.v7.1	0.1124	3	-25.6903914590747
Manes.09G171200.1.v7.1	0.27543	0.166666666666667	0.394885572861827
Manes.09G171300.6.v7.1	0.17566	0.8	-3.55425253330297
Manes.09G171400.2.v7.1	0.09171	0	1
Manes.09G171500.1.v7.1	0.57793	0.75	-0.297735019812088
Manes.09G171600.1.v7.1	0.06187	0	1
Manes.09G171750.1.v7.1	0.41785	3.5	-7.37621155917195
Manes.09G171800.1.v7.1	0.37021	1	-1.70116960643959
Manes.09G172000.1.v7.1	0.28188	1	-2.54760891159359
Manes.09G172100.1.v7.1	0.08803	0.333333333333333	-2.78658790563823
Manes.09G172200.1.v7.1	0.2099	2	-8.52834683182468
Manes.09G172300.4.v7.1	0.37778	1.66666666666667	-3.41173875447792
Manes.09G172500.1.v7.1	0.13915	2.5	-16.9662234998203
Manes.09G172600.1.v7.1	0.32648	Inf	-Inf
Manes.09G172800.1.v7.1	0.25699	2	-6.78240398459084
Manes.09G172900.1.v7.1	0.20029	0.5	-1.49638024863947
Manes.09G173100.1.v7.1	0.42166	1.25	-1.9644737466205
Manes.09G173300.2.v7.1	0.48648	Inf	-Inf
Manes.09G173700.1.v7.1	0.17436	0	1
Manes.09G173801.3.v7.1	0.18924	2.5	-12.2107376875925
Manes.09G173900.2.v7.1	0.44639	0.666666666666667	-0.493462368481971
Manes.09G174000.6.v7.1	0.4037	5	-11.385434728759
Manes.09G174100.2.v7.1	0.11434	0.444444444444444	-2.88704254368064
Manes.09G174300.3.v7.1	0.12702	0.625	-3.92048496299795
Manes.09G174400.2.v7.1	0.106	0.75	-6.07547169811321
Manes.09G174500.2.v7.1	0.32918	0.6	-0.822710978795796
Manes.09G174600.2.v7.1	0.0723	NA	NA
Manes.09G174700.1.v7.1	0.10539	Inf	-Inf
Manes.09G174800.1.v7.1	0.30286	1	-2.30185564287129
Manes.09G174900.1.v7.1	0.45806	0.5	-0.0915600576343709
Manes.09G175000.1.v7.1	0.02306	0.333333333333333	-13.4550448106389
Manes.09G175100.2.v7.1	0.3027	1.33333333333333	-3.40480123334433
Manes.09G175300.10.v7.1	0.22337	1.25	-4.59609616331647
Manes.09G175400.3.v7.1	0.51984	1.625	-2.12596183441059
Manes.09G175500.1.v7.1	0.16565	1	-5.03682463024449
Manes.09G175600.2.v7.1	0.32685	0.666666666666667	-1.03967161287033
Manes.09G175700.1.v7.1	0.09862	0.5	-4.06996552423444
Manes.09G176000.1.v7.1	0.36252	1.33333333333333	-2.67795799771966
Manes.09G176200.1.v7.1	0.24507	0.333333333333333	-0.360155601800844
Manes.09G176300.1.v7.1	0.05808	0.0588235294117647	-0.0128018149408522
Manes.09G176400.3.v7.1	0.24343	0.5	-1.05397855646387
Manes.09G176600.2.v7.1	0.21783	Inf	-Inf
Manes.09G176700.1.v7.1	0.1523	1.25	-7.20748522652659
Manes.09G176800.1.v7.1	0.32078	2	-5.23480266849554
Manes.09G176900.1.v7.1	0.28102	1	-2.55846558963775
Manes.09G177000.7.v7.1	0.19091	0.8	-3.19045623592269
Manes.09G177100.1.v7.1	0.23549	3	-11.7393944541169
Manes.09G177200.5.v7.1	0.25046	1.1	-3.39191886928052
Manes.09G177400.2.v7.1	0.23513	1.4	-4.95415302173266
Manes.09G177500.1.v7.1	0.21196	1.1	-4.18965842611814
Manes.09G177600.3.v7.1	0.7594	1	-0.316829075585989
Manes.09G177800.3.v7.1	0.43782	0.5	-0.142021835457494
Manes.09G178100.2.v7.1	0.0489	0	1
Manes.09G178200.7.v7.1	0.12582	Inf	-Inf
Manes.09G178300.1.v7.1	0.44635	0	1
Manes.09G178400.1.v7.1	0.28872	0.5	-0.731781656968689
Manes.09G178500.1.v7.1	0.17099	4	-22.3931808877712
Manes.09G178600.2.v7.1	0.48723	0.75	-0.539314081645219
Manes.09G178700.1.v7.1	0.18662	0.166666666666667	0.106919587039615
Manes.09G178800.1.v7.1	0.08996	0.333333333333333	-2.70535052615977
Manes.09G178900.1.v7.1	0.29159	0	1
Manes.09G179000.2.v7.1	0.15454	1.5	-8.70622492558561
Manes.09G179100.1.v7.1	0.31571	0	1
Manes.09G179200.1.v7.1	0.02065	0	1
Manes.09G179300.1.v7.1	0.1451	0.5	-2.44589937973811
Manes.09G179400.1.v7.1	0.18199	1	-4.49480740700038
Manes.09G179600.1.v7.1	0.28471	1	-2.51234589582382
Manes.09G179700.2.v7.1	0.16788	0.666666666666667	-2.97109046144071
Manes.09G179800.5.v7.1	0.2356	1	-3.24448217317487
Manes.09G180000.3.v7.1	0.08461	3	-34.456801796478
Manes.09G180100.1.v7.1	0.06745	2.5	-36.0644922164566
Manes.09G180200.1.v7.1	0.3984	1.71428571428571	-3.30292598967297
Manes.09G180300.1.v7.1	0.06026	0.3	-3.97842681712579
Manes.09G180400.5.v7.1	0.28933	1.16666666666667	-3.03230451963733
Manes.09G180500.2.v7.1	0.28485	1.375	-3.82710198350009
Manes.09G180600.1.v7.1	0.23191	0.333333333333333	-0.437339197677258
Manes.09G180700.2.v7.1	0.46891	1	-1.13260540402209
Manes.09G181100.1.v7.1	0.65594	Inf	-Inf
Manes.09G181200.1.v7.1	0.19557	0.75	-2.83494400981746
Manes.09G181300.1.v7.1	0.23497	0.75	-2.1918968378942
Manes.09G181400.1.v7.1	2	0.333333333333333	0.833333333333333
Manes.09G181600.3.v7.1	0.45097	Inf	-Inf
Manes.09G181800.3.v7.1	0.35746	4	-10.1900632238572
Manes.09G181900.1.v7.1	0.54195	1.71428571428571	-2.16318057807124
Manes.09G182000.1.v7.1	0.228	1.2	-4.26315789473684
Manes.09G182100.2.v7.1	0.093	0.25	-1.68817204301075
Manes.09G182200.3.v7.1	0.22477	2.5	-10.1224807581083
Manes.09G182300.1.v7.1	0.23805	1	-3.20079815164881
Manes.09G182400.2.v7.1	0.16225	1	-5.1633281972265
Manes.09G182500.1.v7.1	0.19777	0.285714285714286	-0.444679606180341
Manes.09G182800.1.v7.1	0.44611	NA	NA
Manes.09G182900.1.v7.1	0.10449	1.1	-9.5273231888219
Manes.09G183100.2.v7.1	0.19948	0.5	-1.50651694405454
Manes.09G183200.1.v7.1	0.69767	0.333333333333333	0.522219196277133
Manes.09G183250.2.v7.1	0.27813	1.5	-4.39316147125445
Manes.09G183500.3.v7.1	0.23625	0.25	-0.0582010582010584
Manes.09G183600.1.v7.1	0.24131	0.5	-1.07202353818739
Manes.09G183700.4.v7.1	0.15677	0.5	-2.1893857243095
Manes.09G183900.1.v7.1	0.42087	1	-1.37603060327417
Manes.09G184000.1.v7.1	0.33615	2.3	-5.84218354901086
Manes.09G184100.1.v7.1	0.41469	0.727272727272727	-0.753774451452234
Manes.09G184200.6.v7.1	0.19913	1	-4.0218450258625
Manes.09G184300.2.v7.1	0.24993	1	-3.00112031368783
Manes.09G184400.1.v7.1	0.24628	1.33333333333333	-4.41389204699257
Manes.09G184500.3.v7.1	0.40645	1.42857142857143	-2.51475317645819
Manes.09G184600.2.v7.1	0.33971	Inf	-Inf
