Transcript	Total_SNPs	NonSyn_MAF0.01	NonSyn_MAF0.05	Del_MAF0.01	Del_MAF0.05	Nonsyn_Maf1_resid	Nonsyn_Maf5_resid	Del_Maf1_resid	Del_Maf5_resid
Manes.11G098100.1.v7.1	29	13	1	1	0	-0.480543846958761	-1.125259923533	-0.0153237668161319	-0.396505686594944
Manes.11G098200.1.v7.1	51	14	3	0	0	-3.0003345218834	-2.04620270160807	-0.792586468334054	-0.612637128621789
Manes.11G098300.8.v7.1	27	9	0	1	0	-0.986127238725593	-1.19827649035535	0.00893743836879436	-0.376858020031703
Manes.11G098400.1.v7.1	13	6	1	0	0	0.172876043019246	-0.176960083783471	-0.331608960276454	-0.23932569557121
Manes.11G098600.1.v7.1	35	16	6	0	0	-0.655109664654722	-0.523113328122847	-0.598484608467638	-0.455449181515655
Manes.11G098700.1.v7.1	36	28	14	3	1	1.47692442105144	0.949999510161112	0.920523320560757	0.42555378260022
Manes.11G098900.3.v7.1	28	13	4	2	0	-0.357489870377049	-0.49133280596934	0.507182009538665	-0.386681844373305
Manes.11G099000.1.v7.1	22	11	8	0	0	0.00499114368324582	0.630456881485658	-0.440784210085892	-0.327739125206285
Manes.11G099100.1.v7.1	9	6	1	0	0	0.665096417600335	0.0601095147822157	-0.283086794308534	-0.200030893598056
Manes.11G099128.1.v7.1	34	19	13	3	3	0.0317032190961548	0.876984725109489	0.944785346148636	2.22706022956901
Manes.11G099142.2.v7.1	38	15	8	1	1	-1.21221642552848	-0.317822699369861	-0.124499419955715	0.405906295355171
Manes.11G099200.1.v7.1	27	12	5	1	0	-0.422355828974803	-0.240518815416697	0.00893743836879436	-0.376858020031703
Manes.11G099400.1.v7.1	20	12	5	1	0	0.439016886123812	0.174351282848697	0.0938517993059603	-0.308091651118638
Manes.11G099500.1.v7.1	21	8	1	1	0	-0.435712451363936	-0.651101784193606	0.0817211504817333	-0.317915383354204
Manes.11G099600.1.v7.1	22	6	2	1	0	-0.934615850524987	-0.51882102691972	0.069590512817371	-0.327739125206285
Manes.11G100000.1.v7.1	29	11	3	1	1	-0.856390037122448	-0.742150401608696	-0.0153237668161319	0.494320523527488
Manes.11G100100.1.v7.1	11	6	3	0	0	0.418984405387085	0.324667262474702	-0.307347875639309	-0.219678298961391
Manes.11G100300.2.v7.1	48	30	11	0	0	0.376067641148483	-0.335860560665654	-0.756191349452766	-0.583163656176075
Manes.11G100400.1.v7.1	24	3	1	0	0	-1.7445626567767	-0.828908315544461	-0.465045531592115	-0.347386642481957
Manes.11G100500.1.v7.1	28	15	4	3	1	0.0183471712746722	-0.49133280596934	1.01757257200462	0.504144427409002
Manes.11G100600.1.v7.1	13	6	1	0	0	0.172876043019246	-0.176960083783471	-0.331608960276454	-0.23932569557121
Manes.11G100750.3.v7.1	115	67	36	5	2	-0.915637508580733	0.481938718033405	0.983086322364633	0.540373806954186
Manes.11G100900.1.v7.1	34	22	7	2	1	0.595461830349898	-0.272298737428315	0.434397670374076	0.44520132998407
Manes.11G101000.4.v7.1	16	12	2	0	0	0.931243894598885	-0.163216049963103	-0.368000620193668	-0.268796794731781
Manes.11G101300.1.v7.1	38	23	15	4	3	0.2911655927822	1.02301510039391	1.40667495786005	2.18775634473639
Manes.11G101400.3.v7.1	24	8	6	1	1	-0.804878957209632	0.128827662165105	0.0453292648511116	0.543440299529457
Manes.11G101600.7.v7.1	32	19	8	1	1	0.277809096838205	0.0377808351401081	-0.0517155864738236	0.464848946950728
Manes.11G101700.3.v7.1	37	5	2	0	0	-2.96881953995953	-1.40787983085691	-0.622746687051475	-0.47509720971446
Manes.11G101900.3.v7.1	86	37	7	4	0	-2.98520659981348	-3.35511854026117	0.824409812272193	-0.95653263387328
Manes.11G102000.2.v7.1	10	2	0	0	0	-0.209640509966535	-0.190704226365324	-0.295217335325258	-0.209854597964164
Manes.11G102100.1.v7.1	26	5	2	1	1	-1.61481011437624	-0.755894646785748	0.0210680431729804	0.523792309789211
Manes.11G102200.1.v7.1	38	15	7	3	1	-1.21221642552848	-0.509369840704791	0.89626146609572	0.405906295355171
Manes.11G102600.1.v7.1	19	2	1	2	1	-1.31716001915245	-0.532565432081388	0.616360493582833	0.592560805561754
Manes.11G102800.1.v7.1	25	11	7	1	1	-0.364168024444206	0.261105810984306	0.0331986514906645	0.533616290649038
Manes.11G102900.1.v7.1	40	14	5	1	1	-1.64629386802801	-1.01101280996402	-0.148760800172764	0.386258858804991
Manes.11G103000.1.v7.1	25	5	3	0	0	-1.49174026035167	-0.505076822808194	-0.477176222641118	-0.357210420266539
Manes.11G103100.4.v7.1	32	18	8	2	2	0.0898905822020415	0.0377808351401081	0.458659026216212	1.35571819585368
Manes.11G103201.2.v7.1	40	17	7	1	1	-1.08247634699356	-0.627906870834186	-0.148760800172764	0.386258858804991
Manes.11G103300.2.v7.1	51	26	13	1	0	-0.744781107187444	-0.130570182023368	-0.282199999007781	-0.612637128621789
Manes.11G103500.4.v7.1	6	4	1	0	0	0.658419705720285	0.237912778120342	-0.246695151749568	-0.17055974848132
Manes.11G103600.3.v7.1	35	16	7	0	0	-0.655109664654722	-0.331566220390684	-0.598484608467638	-0.455449181515655
Manes.11G103700.2.v7.1	15	3	1	0	0	-0.636991673532292	-0.295494827518395	-0.355870060454055	-0.258973092871491
Manes.11G103733.1.v7.1	1	1	0	0	0	0.709934174630106	0.342706286302821	-0.186042257364319	-0.121440995726888
Manes.11G103766.1.v7.1	25	14	8	2	1	0.199587435105543	0.452652212605766	0.543574532887555	0.533616290649038
Manes.11G103800.1.v7.1	11	3	1	0	0	-0.144774518279636	-0.0584253848957637	-0.307347875639309	-0.219678298961391
Manes.11G103900.2.v7.1	60	42	34	11	10	1.15449882453982	3.35926567122944	4.71447055724773	8.21808497452385
Manes.11G104100.1.v7.1	112	76	58	6	3	1.14509535503367	4.87652396574853	1.52996163195771	1.46083611777878
Manes.11G104120.1.v7.1	2	1	1	0	0	0.586876145486487	0.474986791364112	-0.198172859056862	-0.131264769542984
Manes.11G104200.1.v7.1	21	13	6	1	1	0.503883029989938	0.306629661804621	0.0817211504817333	0.572912506100284
Manes.11G104300.1.v7.1	26	8	3	0	0	-1.0509966108699	-0.564344827211397	-0.48930693592644	-0.367034212389618
Manes.11G104340.1.v7.1	11	6	4	0	0	0.418984405387085	0.516215258106003	-0.307347875639309	-0.219678298961391
Manes.11G104500.2.v7.1	48	28	17	0	0	0.00022791861664169	0.813427779767924	-0.756191349452766	-0.583163656176075
Manes.11G104560.1.v7.1	11	8	1	0	0	0.79483101663978	-0.0584253848957637	-0.307347875639309	-0.219678298961391
Manes.11G104700.1.v7.1	22	14	9	0	0	0.568749402781349	0.82200785455671	-0.440784210085892	-0.327739125206285
Manes.11G104780.2.v7.1	42	26	10	3	0	0.36271012619442	-0.171800699687283	0.847738221594087	-0.524217799712354
Manes.11G104900.1.v7.1	18	12	6	1	1	0.685127732352461	0.484433189401824	0.11811313655118	0.602385007358724
Manes.11G105000.1.v7.1	62	27	12	4	4	-1.91060194140175	-0.974089141847024	1.11553365803173	2.8431053703085
Manes.11G105100.1.v7.1	36	18	8	2	0	-0.402321949190581	-0.199287789157738	0.410136388765524	-0.4652731819528
Manes.11G105300.1.v7.1	103	48	35	1	1	-3.01014062391613	1.00165117591279	-0.913094604841538	-0.232663428251453
Manes.11G105400.1.v7.1	28	23	11	0	0	1.5217601966948	0.849495701492838	-0.513568435323265	-0.386681844373305
Manes.11G105500.1.v7.1	41	15	2	1	0	-1.58141919050785	-1.64498308974076	-0.160891516361235	-0.514393617618674
Manes.11G105600.2.v7.1	30	16	10	0	0	-0.0398401795114703	0.539407822424204	-0.53783004201715	-0.406329547877147
Manes.11G105900.3.v7.1	20	12	5	2	0	0.439016886123812	0.174351282848697	0.604229405308089	-0.308091651118638
Manes.11G106050.1.v7.1	21	12	2	0	0	0.315962880364379	-0.459553204297234	-0.428653576570107	-0.317915383354204
Manes.11G106100.1.v7.1	15	7	3	1	0	0.114688240701723	0.0875967914521477	0.154505264350549	-0.258973092871491
Manes.11G106300.1.v7.1	27	14	8	2	0	-0.0465181971979475	0.334116905886796	0.519312820881576	-0.376858020031703
Manes.11G106400.1.v7.1	25	1	1	0	0	-2.24356751483475	-0.888177816341787	-0.477176222641118	-0.357210420266539
Manes.11G106600.2.v7.1	42	18	7	0	0	-1.14066903590313	-0.746445214172092	-0.683402620582439	-0.524217799712354
Manes.11G106800.1.v7.1	32	16	10	0	0	-0.285946110800403	0.420872154335201	-0.56209176824285	-0.425977332345392
Manes.11G106900.1.v7.1	17	6	0	0	0	-0.31933710636968	-0.605578170859879	-0.380131188406164	-0.278620500306156
Manes.11G107000.3.v7.1	7	2	0	0	0	0.159520580517784	-0.0129017877293834	-0.25882570404997	-0.180383470037152
Manes.11G107050.1.v7.1	24	8	2	0	0	-0.804878957209632	-0.637357309564189	-0.465045531592115	-0.347386642481957
Manes.11G107201.1.v7.1	6	2	1	0	0	0.282574932391049	0.237912778120342	-0.246695151749568	-0.17055974848132
Manes.11G107300.1.v7.1	16	5	2	0	0	-0.384203270733154	-0.163216049963103	-0.368000620193668	-0.268796794731781
Manes.11G107400.1.v7.1	7	3	2	0	0	0.34744099950513	0.370192272966469	-0.25882570404997	-0.180383470037152
Manes.11G107501.1.v7.1	25	15	4	0	0	0.38750653291781	-0.313529973112224	-0.477176222641118	-0.357210420266539
Manes.11G107600.4.v7.1	55	27	6	1	0	-1.04909471869633	-1.70856977747549	-0.330724278573984	-0.651935727889948
Manes.11G107700.1.v7.1	8	1	0	0	0	-0.151452897452093	-0.0721693140271222	-0.270956251059864	-0.190207184682557
Manes.11G107800.6.v7.1	4	0	0	0	0	0.152842884619561	0.164901440140868	-0.222434025160055	-0.150912279916243
Manes.11G108000.1.v7.1	48	16	3	0	0	-2.25502679969625	-1.86835596542396	-0.756191349452766	-0.583163656176075
Manes.11G108100.2.v7.1	17	6	4	1	1	-0.31933710636968	0.160607723648279	0.130243828030779	0.612209245440762
Manes.11G108400.3.v7.1	7	1	1	0	0	-0.0283991823156728	0.178644860890705	-0.25882570404997	-0.180383470037152
Manes.11G108500.1.v7.1	12	5	3	1	0	0.108010376349168	0.265399390209469	0.190897575171753	-0.22950199777024
Manes.11G108600.6.v7.1	41	18	5	1	0	-1.017607102162	-1.0702842117805	-0.160891516361235	-0.514393617618674
Manes.11G108701.9.v7.1	53	29	11	1	1	-0.427123654080889	-0.632204570529637	-0.306462063233008	0.258551104699283
Manes.11G108901.1.v7.1	107	71	50	0	0	0.820697226143324	3.63897646691543	-1.47210911957729	-1.16291749008982
Manes.11G109100.3.v7.1	10	1	1	0	0	-0.397560820826341	0.000842024492021253	-0.295217335325258	-0.209854597964164
Manes.11G109300.2.v7.1	59	34	27	3	1	-0.225847444903565	2.07713162943131	0.641519247985584	0.199608934431595
Manes.11G109500.2.v7.1	6	2	2	0	0	0.282574932391049	0.429460746726116	-0.246695151749568	-0.17055974848132
Manes.11G109600.1.v7.1	64	9	3	1	0	-5.54248645007345	-2.81698736327143	-0.439906445769979	-0.740360602306934
Manes.11G109700.2.v7.1	17	12	9	0	0	0.808185033737263	1.11836167513351	-0.380131188406164	-0.278620500306156
Manes.11G110000.2.v7.1	20	9	3	0	0	-0.124739797409185	-0.208739321987416	-0.416522959173507	-0.308091651118638
Manes.11G110100.1.v7.1	20	10	6	0	0	0.0631785795825023	0.365897293623196	-0.416522959173507	-0.308091651118638
Manes.11G110200.10.v7.1	25	13	10	3	2	0.011669158240904	0.835751637828307	1.05396690700784	1.42449232814063
Manes.11G110400.1.v7.1	47	28	10	2	2	0.123281413959846	-0.46814022243074	0.276700120130891	1.20835478587284
Manes.11G110500.1.v7.1	20	8	1	0	0	-0.312658687483665	-0.591833495063373	-0.416522959173507	-0.308091651118638
Manes.11G110701.1.v7.1	43	12	4	2	1	-2.3914720674637	-1.38039268749231	0.325222311094411	0.356787778374127
Manes.11G110800.3.v7.1	50	23	10	3	1	-1.18550998301595	-0.6459471375302	0.7506932477364	0.288022105941948
Manes.11G110900.18.v7.1	28	12	7	0	0	-0.545410210389005	0.0833042097051103	-0.513568435323265	-0.386681844373305
Manes.11G111000.1.v7.1	35	15	6	0	0	-0.843034048298692	-0.523113328122847	-0.598484608467638	-0.455449181515655
Manes.11G111100.6.v7.1	8	4	2	0	0	0.412307147246304	0.310924057554923	-0.270956251059864	-0.190207184682557
Manes.11G111400.3.v7.1	23	7	3	0	0	-0.86974716149011	-0.38654141035693	-0.452914861250135	-0.337562877855372
Manes.11G111500.9.v7.1	43	8	5	1	0	-3.14348452449772	-1.18882863523829	-0.185153008544724	-0.534042016214433
Manes.11G111600.1.v7.1	17	10	7	1	1	0.432339268246025	0.735251486394897	0.130243828030779	0.612209245440762
Manes.11G111900.1.v7.1	20	13	5	0	0	0.62693836160585	0.174351282848697	-0.416522959173507	-0.308091651118638
Manes.11G112000.1.v7.1	4	1	1	0	0	0.340763742158314	0.356449254462314	-0.222434025160055	-0.150912279916243
Manes.11G112200.11.v7.1	5	2	0	0	0	0.405629995858693	0.10563355864904	-0.234564592629364	-0.160736018834529
Manes.11G112300.3.v7.1	49	31	12	0	0	0.440934391649891	-0.203581410316461	-0.768322996292209	-0.592988103923973
Manes.11G112400.1.v7.1	20	8	1	1	0	-0.312658687483665	-0.591833495063373	0.0938517993059603	-0.308091651118638
Manes.11G112500.2.v7.1	23	17	3	0	0	1.00946744782271	-0.38654141035693	-0.452914861250135	-0.337562877855372
Manes.11G112600.2.v7.1	40	17	7	2	1	-1.08247634699356	-0.627906870834186	0.36161399931244	0.386258858804991
Manes.11G112800.1.v7.1	21	8	4	0	0	-0.435712451363936	-0.0764611177263035	-0.428653576570107	-0.317915383354204
Manes.11G113000.1.v7.1	9	0	0	0	0	-0.462427619189503	-0.131436783337462	-0.283086794308534	-0.200030893598056
Manes.11G113100.1.v7.1	14	6	5	2	2	0.0498226544096161	0.529958316040267	0.67701658803158	1.53257308897767
Manes.11G113101.1.v7.1	27	17	6	4	3	0.517238747798932	-0.0489736385496213	1.54012634335222	2.29584600608275
Manes.11G113400.3.v7.1	25	8	6	1	1	-0.927936965414576	0.0695605252077806	0.0331986514906645	0.533616290649038
Manes.11G113500.1.v7.1	11	3	2	0	0	-0.144774518279636	0.13312065433957	-0.307347875639309	-0.219678298961391
Manes.11G113700.6.v7.1	26	17	3	1	0	0.640293927145363	-0.564344827211397	0.0210680431729804	-0.367034212389618
Manes.11G113800.1.v7.1	10	3	0	0	0	-0.0217210614157015	-0.190704226365324	-0.295217335325258	-0.209854597964164
Manes.11G113900.1.v7.1	37	22	10	3	1	0.226299800959394	0.124535479871248	0.908392372702582	0.415730032050592
Manes.11G114000.1.v7.1	4	1	0	0	0	0.340763742158314	0.164901440140868	-0.222434025160055	-0.150912279916243
Manes.11G114100.2.v7.1	60	28	16	3	3	-1.47649334978107	-0.0893394735905328	0.629388861994659	1.97161081341992
Manes.11G114300.1.v7.1	29	9	2	0	0	-1.23225031820324	-0.933703167340554	-0.525699224493408	-0.396505686594944
Manes.11G114400.1.v7.1	17	7	5	2	2	-0.131417974840507	0.352153866733913	0.640622796158732	1.50309558341109
Manes.11G114533.1.v7.1	13	5	5	0	0	-0.015042974947579	0.589227023645234	-0.331608960276454	-0.23932569557121
Manes.11G114800.4.v7.1	55	28	9	2	0	-0.861164268720827	-1.13385935107962	0.179655576872303	-0.651935727889948
Manes.11G114901.1.v7.1	25	11	2	0	0	-0.364168024444206	-0.696625830999192	-0.477176222641118	-0.357210420266539
Manes.11G115000.1.v7.1	43	27	10	1	1	0.427576503193928	-0.231068213959799	-0.185153008544724	0.356787778374127
Manes.11G115100.4.v7.1	44	22	13	2	2	-0.635077356849302	0.284302163958285	0.313091759984135	1.23782654094716
Manes.11G115200.1.v7.1	16	4	1	1	0	-0.572124431951846	-0.354762292965154	0.142374536787459	-0.268796794731781
Manes.11G115300.1.v7.1	25	10	6	1	1	-0.552088476177466	0.0695605252077806	0.0331986514906645	0.533616290649038
Manes.11G115400.1.v7.1	52	26	14	7	5	-0.867840315360561	0.00170888711839639	2.76834722826584	3.83279268046512
Manes.11G115500.1.v7.1	31	11	6	1	0	-1.10250938674532	-0.286042385153659	-0.0395849762982037	-0.416153429400449
Manes.11G115600.1.v7.1	31	14	8	1	1	-0.538732126697965	0.0970479211308368	-0.0395849762982037	0.474672784478888
Manes.11G115700.1.v7.1	48	27	14	0	0	-0.187691554760797	0.238779017492294	-0.756191349452766	-0.583163656176075
Manes.11G115800.1.v7.1	39	11	4	1	1	-2.08708543731578	-1.14329944921316	-0.136630101880698	0.396082571333466
Manes.11G115900.1.v7.1	14	3	1	0	0	-0.513936424668424	-0.236227434692725	-0.343739507658068	-0.249149393544796
Manes.11G116001.1.v7.1	58	45	14	0	0	1.96448583751659	-0.353899906887521	-0.877510653929395	-0.681410195678964
Manes.11G116100.1.v7.1	7	3	1	0	0	0.34744099950513	0.178644860890705	-0.25882570404997	-0.180383470037152
Manes.11G116200.2.v7.1	17	5	0	1	0	-0.507257551415806	-0.605578170859879	0.130243828030779	-0.278620500306156
Manes.11G116300.1.v7.1	114	52	35	0	0	-3.61260917991323	0.349640569533466	-1.55707651354271	-1.23172280096434
Manes.11G116400.2.v7.1	132	67	25	6	3	-3.00850606761304	-2.63352719770477	1.28737815978065	1.26440062277222
Manes.11G116500.1.v7.1	165	100	78	4	3	-0.867143041983491	5.56863002110763	-0.134013015542394	0.94026573460694
Manes.11G116600.1.v7.1	122	86	60	0	0	1.79397114556253	4.66678841727138	-1.65419164698489	-1.31036463609574
Manes.11G116800.1.v7.1	112	51	24	3	3	-3.55434884515482	-1.63915811937155	-0.00141866316132147	1.46083611777878
Manes.11G116900.1.v7.1	48	20	16	2	2	-1.50319277517321	0.621875807518254	0.264569572908125	1.19853095791295
Manes.11G117100.2.v7.1	101	50	35	5	4	-2.38785894084535	1.12019900478362	1.1529025417136	2.45999792001651
Manes.11G117300.1.v7.1	175	116	79	0	0	0.909692274480894	5.16696063566906	-2.29789270432386	-1.83160403404268
Manes.11G117500.1.v7.1	14	5	3	0	0	-0.138096212936593	0.146864185403773	-0.343739507658068	-0.249149393544796
Manes.11G117600.3.v7.1	11	6	2	0	0	0.418984405387085	0.13312065433957	-0.307347875639309	-0.219678298961391
Manes.11G117700.1.v7.1	33	12	9	1	1	-1.16070135807799	0.170058810346463	-0.0638462023115192	0.455025129179294
Manes.11G118300.5.v7.1	38	19	2	0	0	-0.460510262289751	-1.46715457438726	-0.634877786461938	-0.484921265981246
Manes.11G118800.2.v7.1	250	164	45	26	8	0.701068622658617	-5.80422981809349	10.0919817755835	4.56493035035567
Manes.11G118900.2.v7.1	183	121	37	0	0	0.864879260604412	-3.35893137533848	-2.39511104907901	-1.91032414823755
Manes.11G119100.2.v7.1	114	66	26	9	3	-0.980511984606168	-1.37454246933859	3.03750112865014	1.4411925429177
Manes.11G119500.1.v7.1	25	12	10	2	1	-0.176249070626032	0.835751637828307	0.543574532887555	0.533616290649038
Manes.11G119600.1.v7.1	23	19	9	0	0	1.38533546230852	0.762738398478796	-0.452914861250135	-0.337562877855372
Manes.11G119700.15.v7.1	54	30	16	0	0	-0.362257331789201	0.266267991211232	-0.828982145251949	-0.64211100638657
Manes.11G119800.1.v7.1	46	32	20	1	0	0.998030357220619	1.50665523494714	-0.221545419276681	-0.563514883978188
Manes.11G119900.1.v7.1	52	26	17	3	1	-0.867840315360561	0.576352959003473	0.726432248560878	0.26837477523978
Manes.11G120000.1.v7.1	66	36	19	3	1	-0.71140123914069	0.129697736426757	0.556606620161423	0.130842499893397
Manes.11G120100.1.v7.1	21	5	5	2	2	-0.999485063178782	0.115084026131968	0.592098357002826	1.46379335487231
Manes.11G120300.1.v7.1	18	9	4	2	1	0.121366123182568	0.101340407152894	0.628491623356544	0.602385007358724
Manes.11G120400.1.v7.1	20	12	6	0	0	0.439016886123812	0.365897293623196	-0.416522959173507	-0.308091651118638
Manes.11G120800.7.v7.1	63	30	11	1	1	-1.46981962167933	-1.22492539312137	-0.427774895834005	0.160313927655787
Manes.11G120900.1.v7.1	82	40	29	8	5	-1.92878609428064	1.09695250589662	2.91499375434187	3.53799142723745
Manes.11G121000.25.v7.1	80	56	20	0	0	1.32435559292364	-0.508526465316051	-1.14444087400346	-0.897573008229984
Manes.11G121200.2.v7.1	65	37	13	9	2	-0.400416323405177	-0.96034805961735	3.63197217732312	1.03153153376116
Manes.11G121233.1.v7.1	139	88	55	1	1	0.0775328083275496	2.69979295856644	-1.35003593135637	-0.586428566191602
Manes.11G121300.4.v7.1	142	102	65	8	5	2.34000453302642	4.43919399990859	2.18723938211572	2.94870882620446
Manes.11G121400.2.v7.1	145	88	31	4	2	-0.660968492017884	-2.25464113357381	0.108670983948372	0.245645573846003
Manes.11G121500.1.v7.1	55	32	21	2	1	-0.109470162411805	1.16476725001071	0.179655576872303	0.23890374733689
Manes.11G121700.3.v7.1	8	2	0	0	0	0.0364667097936103	-0.0721693140271222	-0.270956251059864	-0.190207184682557
Manes.11G121800.1.v7.1	22	6	2	1	0	-0.934615850524987	-0.51882102691972	0.069590512817371	-0.327739125206285
Manes.11G121900.1.v7.1	19	10	5	0	0	0.186231643666136	0.233618654717877	-0.404392356366825	-0.298267927319099
Manes.11G122000.2.v7.1	23	7	3	0	0	-0.86974716149011	-0.38654141035693	-0.452914861250135	-0.337562877855372
Manes.11G122200.3.v7.1	179	106	79	5	2	-1.46272808323732	4.92955441772656	0.206661365540399	-0.0884590752931244
Manes.11G122500.1.v7.1	19	12	5	0	0	0.56207175996897	0.233618654717877	-0.404392356366825	-0.298267927319099
Manes.11G122600.1.v7.1	19	9	6	3	3	-0.00168687897972365	0.425165125920204	1.12675722766304	2.37446497067558
Manes.11G122700.2.v7.1	24	12	6	0	0	-0.0531962328153591	0.128827662165105	-0.465045531592115	-0.347386642481957
Manes.11G122800.1.v7.1	48	26	7	2	1	-0.375611800165223	-1.1020705802924	0.264569572908125	0.307669430675706
Manes.11G122820.1.v7.1	106	69	42	4	1	0.567876873978572	2.16497614205776	0.581804688319151	-0.262139923528118
Manes.11G122840.1.v7.1	16	14	2	0	0	1.30710882237136	-0.163216049963103	-0.368000620193668	-0.268796794731781
Manes.11G122860.1.v7.1	53	42	21	3	1	2.01599804939573	1.28331086670214	0.714301777205555	0.258551104699283
Manes.11G122880.1.v7.1	212	153	65	0	0	3.3120679418603	0.287944049678826	-2.74767531448517	-2.19579708143912
Manes.11G122900.2.v7.1	98	64	38	6	4	0.612700917304882	1.87279207047314	1.6997713382597	2.48946329792067
Manes.11G123000.1.v7.1	83	40	9	6	2	-2.05187755990504	-2.79386745426857	1.88171690780156	0.854715786862678
Manes.11G123300.1.v7.1	52	29	14	3	2	-0.304068394637944	0.00170888711839639	0.726432248560878	1.15923606658397
Manes.11G123400.1.v7.1	31	7	3	0	0	-1.85427950380867	-0.860689059274285	-0.549960889423842	-0.416153429400449
Manes.11G123500.2.v7.1	22	11	2	0	0	0.00499114368324582	-0.51882102691972	-0.440784210085892	-0.327739125206285
Manes.11G123600.1.v7.1	16	7	3	1	0	-0.00836491632947891	0.0283294955278824	0.142374536787459	-0.268796794731781
Manes.11G123700.1.v7.1	38	23	6	0	0	0.2911655927822	-0.700919158887849	-0.634877786461938	-0.484921265981246
Manes.11G123800.1.v7.1	50	37	19	0	0	1.44545569185005	1.07800068816228	-0.780454702076033	-0.602812594345597
Manes.11G124200.1.v7.1	70	51	36	0	0	1.61531580300388	3.14959325346314	-1.02310355225691	-0.799313182946495
Manes.11G124300.1.v7.1	43	33	17	0	0	1.55516062974847	1.10977782101946	-0.695533945879962	-0.534042016214433
Manes.11G124400.2.v7.1	40	27	12	0	0	0.796743198059264	0.329825342035659	-0.6591401131674	-0.504569468752706
Manes.11G124500.4.v7.1	24	16	6	0	0	0.698482990570407	0.128827662165105	-0.465045531592115	-0.347386642481957
Manes.11G124700.5.v7.1	32	23	1	0	0	1.02950231231934	-1.30307667308834	-0.56209176824285	-0.425977332345392
Manes.11G125200.6.v7.1	24	12	3	2	1	-0.0531962328153591	-0.445809027425294	0.555705436609362	0.543440299529457
Manes.11G125400.5.v7.1	24	11	10	2	1	-0.241114653291737	0.895021442890354	0.555705436609362	0.543440299529457
Manes.11G125500.1.v7.1	42	19	12	1	1	-0.952738335134206	0.211290607947479	-0.17302225197544	0.366611463505803
Manes.11G125600.2.v7.1	40	9	6	0	0	-2.58613551521892	-0.819458089318249	-0.6591401131674	-0.504569468752706
Manes.11G125700.1.v7.1	8	2	0	2	0	0.0364667097936103	-0.0721693140271222	0.749805540040653	-0.190207184682557
Manes.11G125800.3.v7.1	21	10	4	0	0	-0.0598742929451775	-0.0764611177263035	-0.428653576570107	-0.317915383354204
Manes.11G125900.1.v7.1	12	2	1	0	0	-0.455748570393585	-0.117692744086024	-0.319478416779954	-0.22950199777024
Manes.11G126000.19.v7.1	24	17	13	4	4	0.886408046684644	1.46970407736655	1.57652385061936	3.21655207293678
Manes.11G126100.3.v7.1	47	24	11	3	1	-0.628400306874115	-0.276592579429315	0.787084910600583	0.31749309375567
Manes.11G126200.4.v7.1	82	45	33	1	0	-0.989026769903617	1.86327154831455	-0.658285164794261	-0.917225886995497
Manes.11G126250.1.v7.1	4	3	3	0	0	0.716610435278717	0.739550271766557	-0.222434025160055	-0.150912279916243
Manes.11G126351.1.v7.1	15	7	5	1	0	0.114688240701723	0.470689907825093	0.154505264350549	-0.258973092871491
Manes.11G126400.1.v7.1	61	35	23	0	0	-0.284036628793651	1.19226481962759	-0.913907793579424	-0.710885143188006
Manes.11G126500.2.v7.1	22	11	5	0	0	0.00499114368324582	0.0558168538630211	-0.440784210085892	-0.327739125206285
Manes.11G126533.1.v7.1	6	5	3	0	0	0.846345768403621	0.621010550697629	-0.246695151749568	-0.17055974848132
Manes.11G126600.1.v7.1	27	16	10	0	0	0.329318669218639	0.717213161812492	-0.501437672977384	-0.376858020031703
Manes.11G126700.11.v7.1	26	11	8	0	0	-0.487222017955856	0.393384465796944	-0.48930693592644	-0.367034212389618
Manes.11G127000.9.v7.1	75	41	15	0	0	-0.879307722934145	-1.16996538249305	-1.08377097896731	-0.848442178275171
Manes.11G127200.2.v7.1	24	9	2	0	0	-0.616955242497686	-0.637357309564189	-0.465045531592115	-0.347386642481957
Manes.11G127300.9.v7.1	10	2	2	0	0	-0.209640509966535	0.192388278947813	-0.295217335325258	-0.209854597964164
Manes.11G127400.1.v7.1	18	9	6	1	1	0.121366123182568	0.484433189401824	0.11811313655118	0.602385007358724
Manes.11G127500.2.v7.1	70	33	13	2	1	-1.76750325242937	-1.25672066769618	-0.00230589582192493	0.0915469720294242
Manes.11G127600.1.v7.1	14	3	2	0	0	-0.513936424668424	-0.0446815291702151	-0.343739507658068	-0.249149393544796
Manes.11G127900.2.v7.1	7	1	1	0	0	-0.0283991823156728	0.178644860890705	-0.25882570404997	-0.180383470037152
Manes.11G128000.2.v7.1	20	7	1	0	0	-0.500578863601734	-0.591833495063373	-0.416522959173507	-0.308091651118638
Manes.11G128100.1.v7.1	6	4	3	0	0	0.658419705720285	0.621010550697629	-0.246695151749568	-0.17055974848132
Manes.11G128200.1.v7.1	29	18	7	0	0	0.459050564515088	0.0240371305465576	-0.525699224493408	-0.396505686594944
Manes.11G128400.3.v7.1	63	36	15	0	0	-0.342226238857364	-0.458695637913891	-0.938172937318659	-0.730535390453138
Manes.11G128500.1.v7.1	19	3	2	0	0	-1.12922521480904	-0.341018042923005	-0.404392356366825	-0.298267927319099
Manes.11G128600.1.v7.1	29	13	4	3	1	-0.480543846958761	-0.550600807600159	1.00544123907616	0.494320523527488
