RowNum	Transcript	PnPs	dNdS	Alpha_original	Alpha_Asymptotic	Alpha_Default	Mk_test	NI
12151	Manes.08G147900.1.v7.1	1.75	0.49745	0.106554539261344	-5.76527211857396	-12.8674634489992	-2.51794150165846	3.51794150165846
12152	Manes.08G148000.1.v7.1	2	0.1743	-3.58978772231784	-4.07524603910146	-0.883671991522748	-10.4744693057946	11.4744693057946
12153	Manes.08G148100.2.v7.1	0.214285714285714	0.22794	-12.1613582521716	-1.68521964340283	-5.2395263726896	0.0599029819877425	0.940097018012258
12154	Manes.08G148200.1.v7.1	1.42857142857143	0.35233	-1.18326787168498	-1.64441664653356	-1.31434625793923	-3.05464033312925	4.05464033312925
12155	Manes.08G148300.4.v7.1	NA	0.22438	-2.3425438987432	-2.43539234037496	-1.17624766740754	NA	NA
12156	Manes.08G148500.1.v7.1	1.5	0.41937	-2.97421529119075	-0.5407726975078	0.380489969314382	-2.57679376207168	3.57679376207168
12157	Manes.08G148700.1.v7.1	NA	0.14377	-9.43333101481533	-1.85356061943667	0.0618919463601943	NA	NA
12158	Manes.08G148900.11.v7.1	NA	0.23463	-3.26202957848527	-3.5284064271406	-2.80317397467255	NA	NA
12159	Manes.08G149000.1.v7.1	1	0.09469	-9.56077727320731	-9.26742234895155	-3.5357184442621	-9.56077727320731	10.5607772732073
12160	Manes.08G149100.2.v7.1	0	0.02352	NA	NA	NA	1	0
12161	Manes.08G149200.1.v7.1	1	0.19705	-5.34356762243085	-3.95107716872652	-5.40304709519171	-4.07485409794468	5.07485409794468
12162	Manes.08G149300.1.v7.1	0	0.34539	-19.2669446133357	0.328631234340848	0.132005944080934	1	0
12163	Manes.08G149400.3.v7.1	0.357142857142857	0.18619	-9.25345565868687	-2.41006839744688	-3.02459561937126	-0.91816347356387	1.91816347356387
12164	Manes.08G149600.1.v7.1	0.2	0.41418	-3.22521608962287	-1.76651053487212	-3.48812151472986	0.517118161185958	0.482881838814042
12165	Manes.08G149800.1.v7.1	3	0.18427	-0.0853638682368265	-24.1347422118002	-9.53441401523978	-15.2804580235524	16.2804580235524
12166	Manes.08G149900.1.v7.1	0.5625	0.17629	-7.72687922435498	-2.37164759828714	-1.77215973103198	-2.19076521640479	3.19076521640479
12167	Manes.08G150000.2.v7.1	0.25	0.02807	-159.313501959387	-7.7906393570804	-36.9375272499604	-7.9063056644104	8.9063056644104
12168	Manes.08G150100.3.v7.1	0.833333333333333	0.30856	-2.70384088299567	-1.40393518848276	-2.86067539538501	-1.70071731051767	2.70071731051767
12169	Manes.08G150400.5.v7.1	0.666666666666667	0.18834	-5.63693320590422	-3.56434704686746	-4.1300486161984	-2.53969770981558	3.53969770981558
12170	Manes.08G150500.1.v7.1	1.2	0.58864	-1.12353900516445	-0.960936589911855	-0.684757309258621	-1.03859744495787	2.03859744495787
12171	Manes.08G150600.1.v7.1	1	0.24187	-3.51031170012441	-2.84766956691731	-2.88342485103342	-3.13445239178071	4.13445239178071
12172	Manes.08G150800.1.v7.1	NA	0.26528	-6.53920386007238	-1.07773334726404	-0.616629399142824	NA	NA
12173	Manes.08G150900.1.v7.1	NA	0.50933	-0.963363634578761	-1.04998261845724	-0.922799516475712	NA	NA
12174	Manes.08G151100.1.v7.1	2	0.22279	-2.36639885093586	-5.04012304118533	-4.81252802315889	-7.97706360249562	8.97706360249562
12175	Manes.08G151200.1.v7.1	3	0.17897	-1.79376431804213	-4.86972705204811	-4.81481215061902	-15.7625859082528	16.7625859082528
12176	Manes.08G151400.2.v7.1	2	0.14109	-2.03757480027946	-21.9113200052086	-30.8440452483239	-13.1753490679708	14.1753490679708
12177	Manes.08G151500.1.v7.1	1.18181818181818	0.43674	-0.240249729053136	-4.19113333452188	-4.23469505162311	-1.7059994088432	2.7059994088432
12178	Manes.08G151600.1.v7.1	0.875	0.35259	-2.30884785917543	-1.61868653026481	-1.53899556496972	-1.48163589438158	2.48163589438158
12179	Manes.08G151700.1.v7.1	1.58333333333333	0.32285	-1.10624128852408	-4.13868913726379	-5.20619155975357	-3.90423829435753	4.90423829435753
12180	Manes.08G151800.2.v7.1	1.75	0.36036	-0.11000111000111	-5.95600695600696	-16.6963368864061	-3.85625485625486	4.85625485625486
12181	Manes.08G151900.1.v7.1	0	0.18748	-7.00085342436527	-4.25184224778848	-7.60020050884281	1	0
12182	Manes.08G152100.3.v7.1	1.66666666666667	0.22256	-2.59453630481668	-3.68125658301707	-2.71295896985961	-6.48861730170143	7.48861730170143
12183	Manes.08G152200.1.v7.1	NA	0.29099	NA	NA	NA	NA	NA
12184	Manes.08G152300.3.v7.1	0	0.17843	-27.0221935773132	-0.683736953143284	-0.837939519066843	1	0
12185	Manes.08G152600.1.v7.1	0.285714285714286	0.1759	-17.9501610763691	-0.150819498564928	0.291355670071583	-0.624299520831643	1.62429952083164
12186	Manes.08G152800.1.v7.1	2	0.46595	-0.430768680473585	-2.02213384549012	-1.33394141002254	-3.29230604142075	4.29230604142075
12187	Manes.08G152900.2.v7.1	0.75	0.22808	-1.74026657313223	-10.0172768889009	-11.9356493477105	-2.28831988775868	3.28831988775868
12188	Manes.08G153000.1.v7.1	1.75	0.27038	-1.27599902132042	-5.04813269342059	-4.35114443287886	-5.47237221687995	6.47237221687995
12189	Manes.08G153100.3.v7.1	1	0.18378	-3.5344070809301	-7.16193274567418	-8.56350334727005	-4.44128849711612	5.44128849711612
12190	Manes.08G153200.1.v7.1	1	0.05941	-15.8321831341525	-7.6750482306786	-8.20659127230738	-15.8321831341525	16.8321831341525
12191	Manes.08G153700.1.v7.1	0.125	0.18597	-9.08227133408614	-2.71703409475234	-3.20984994849666	0.32784857772759	0.67215142227241
12192	Manes.08G153800.1.v7.1	1	0.06133	-47.9157019403228	-6.35334081455833	-9.19077123756726	-15.3052339801076	16.3052339801076
12193	Manes.08G153900.2.v7.1	0.5	0.40164	-3.97958370680211	-0.0758359860374933	-0.0808412084952464	-0.244895926700528	1.24489592670053
12194	Manes.08G154000.2.v7.1	NA	0.30884	-1.15861503259509	-2.44029270819842	-1.93958976565797	NA	NA
12195	Manes.08G154100.1.v7.1	0	0.23748	-3.21088091628769	-5.84268148896749	-8.89832941997335	1	0
12196	Manes.08G154200.1.v7.1	0	0.02406	NA	NA	NA	1	0
12197	Manes.08G154300.1.v7.1	1	0.23582	-3.89291049888115	-2.58117290781932	-3.4510183854093	-3.24052243236367	4.24052243236367
12198	Manes.08G154700.1.v7.1	0.4	0.07926	-28.964673227353	-4.54511951601698	-4.94672281453917	-4.04668180671209	5.04668180671209
12199	Manes.08G154800.5.v7.1	1.38095238095238	0.33065	-1.17374867684863	-2.04880161309322	-0.180378990235806	-3.17647778905907	4.17647778905907
12200	Manes.08G155300.2.v7.1	3	0.26789	-1.07381968552598	-6.78571161937469	-0.997405048837637	-10.1986263018403	11.1986263018403
12201	Manes.08G155500.5.v7.1	1	0.36882	0.096216763371473	-6.43228802827459	-8.572449305049	-1.71134970988558	2.71134970988558
12202	Manes.08G155600.2.v7.1	1.66666666666667	0.47579	-1.10176758654028	-0.152173797440756	0.378735581139867	-2.50294597756714	3.50294597756714
12203	Manes.08G155700.3.v7.1	1.5	0.63453	0.432650938489906	-3.96152316536278	-4.7052601241825	-1.36395442295873	2.36395442295873
12204	Manes.08G155800.1.v7.1	0.941176470588235	0.145	-6.1264367816092	-5.12404836542768	-5.65062867206494	-5.49087221095334	6.49087221095334
12205	Manes.08G155900.1.v7.1	0.714285714285714	0.14263	-8.11449204234733	-4.11135285749503	-4.79506711872092	-4.0079626606304	5.0079626606304
12206	Manes.08G156000.1.v7.1	1.75	0.19205	-1.86383754230669	-7.85926477973375	-7.70566126873288	-8.11221036188493	9.11221036188493
12207	Manes.08G156100.2.v7.1	0.25	0.29182	-16.1338496333356	-0.0576450390947911	-0.336158845850645	0.143307518333219	0.856692481666781
12208	Manes.08G156200.1.v7.1	1.5	0.21475	-4.82072176949942	-0.94578413437552	-0.167190322997901	-5.9848661233993	6.9848661233993
12209	Manes.08G156300.2.v7.1	0.222222222222222	0.21316	-10.259148057797	-2.57811908616429	-4.8710231464947	-0.042513709055273	1.04251370905527
12210	Manes.08G156400.1.v7.1	0.666666666666667	0.22394	-7.93096365097794	-0.612535103648795	0.0769937095925906	-1.97698788365931	2.97698788365931
12211	Manes.08G156500.1.v7.1	3	0.28867	-0.154721077123821	-7.28924773221028	-7.53655493064038	-9.39248969411439	10.3924896941144
12212	Manes.08G156700.10.v7.1	0	0.14513	-26.5614965892648	-0.816067604718998	-0.724877979870722	1	0
12213	Manes.08G156800.2.v7.1	0	0.20065	-8.9676052828308	-1.81343697499256	-0.728254141781149	1	0
12214	Manes.08G157000.5.v7.1	0.8125	0.19498	-7.54788525318836	-1.41282137621864	-0.61019242282083	-3.16709406092933	4.16709406092933
12215	Manes.08G157100.2.v7.1	0.166666666666667	0.36383	-5.41325161018424	-1.45921678285261	-5.52580016502196	0.541910599272553	0.458089400727447
12216	Manes.08G157200.4.v7.1	1	0.17727	-7.46166864105602	-1.96018770941234	-1.87396156088801	-4.64111242737068	5.64111242737068
12217	Manes.08G157300.1.v7.1	2	0.12779	-4.21689229725852	-5.7512723846875	-5.84717114015181	-14.6506768917756	15.6506768917756
12218	Manes.08G157400.1.v7.1	1	0.33368	-1.99688324142891	-2.07788008579186	-1.83253803141507	-1.99688324142891	2.99688324142891
12219	Manes.08G157700.1.v7.1	0.333333333333333	0.32187	-16.087644079908	0.593285826858387	0.661074776303626	-0.0356147927216981	1.0356147927217
12220	Manes.08G157800.1.v7.1	1	0.26585	-1.68679975281442	-3.46133726397558	-3.70779319268948	-2.76151965394019	3.76151965394019
12221	Manes.08G157900.1.v7.1	0.272727272727273	0.2305	-6.23065798987708	-2.40776121037109	-4.0306681982212	-0.183198580161705	1.1831985801617
12222	Manes.08G158000.1.v7.1	0	0.22437	-12.3707714935152	-1.5070196550341	12.764864017839	1	0
12223	Manes.08G158100.1.v7.1	0.444444444444444	0.14755	-16.6211453744493	-1.2519720841251	-0.984825641377276	-2.01216160246997	3.01216160246997
12224	Manes.08G158200.1.v7.1	0.375	0.34626	-6.22000808640906	-0.370328065379678	-0.832420435272012	-0.0830012129613584	1.08300121296136
12225	Manes.08G158300.1.v7.1	0.466666666666667	0.1699	-7.33823817932117	-5.80821905774248	-13.5801605315917	-1.74671375318815	2.74671375318815
12226	Manes.08G158500.1.v7.1	2	0.20569	-1.43084253002091	-10.0492842273678	-1.53555574669873	-8.72337012008362	9.72337012008362
12227	Manes.08G158600.1.v7.1	0.5	0.34781	-3.44338732484559	-1.68233980165606	-1.87971522086071	-0.437566487450044	1.43756648745004
12228	Manes.08G158900.3.v7.1	1.42857142857143	0.21982	-3.8335001364753	-2.65865382139418	-1.98585572946781	-5.49882371290797	6.49882371290797
12229	Manes.08G159000.1.v7.1	2.4	0.22149	-2.22491179866231	-3.26405004489794	-1.05963933418679	-9.83570364350535	10.8357036435054
12230	Manes.08G159100.1.v7.1	NA	0.69935	0.285050403946522	-0.845031215621879	0.33809505139565	NA	NA
12231	Manes.08G159200.1.v7.1	1	0.13038	-8.2038656235619	-6.41135246841127	-9.19229151512452	-6.66988801963491	7.66988801963491
12232	Manes.08G159400.3.v7.1	1.8	0.3367	-1.09647268470798	-2.39428910857482	-1.96537016382739	-4.34600534600535	5.34600534600535
12233	Manes.08G159500.1.v7.1	0	0.29484	-15.9583502916836	0.0564526905379036	0.230185386099364	1	0
12234	Manes.08G159600.1.v7.1	1.57142857142857	0.24517	-2.31402700167231	-3.03945710221151	-1.11509940872352	-5.40954672850908	6.40954672850908
12235	Manes.08G159700.1.v7.1	1	0.24592	-4.87363550928938	-0.783492563549407	0.203117518705331	-3.06636304489265	4.06636304489265
12236	Manes.08G160100.1.v7.1	5	0.28664	0.127825844264583	-14.415171124626	-14.7497771735705	-16.4434831147083	17.4434831147083
12237	Manes.08G160200.1.v7.1	1.25	0.374	-2.05576776165011	-1.23071046600458	-0.292712466218159	-2.34224598930481	3.34224598930481
12238	Manes.08G160300.1.v7.1	0.5	0.30008	-1.49933351106372	-3.62839539085873	-5.14441883598066	-0.666222340709144	1.66622234070914
12239	Manes.08G160500.1.v7.1	2	0.14991	-0.334133813621506	-19.0120072043226	-79.2386193620934	-12.3413381362151	13.3413381362151
12240	Manes.08G160700.4.v7.1	0.727272727272727	0.46026	-2.25902750619215	-0.422872516290414	-0.564371033814497	-0.5801345484568	1.5801345484568
12241	Manes.08G160800.1.v7.1	0.428571428571429	0.1029	-28.1545189504373	-2.71057513914657	-4.07787600447245	-3.16493127863391	4.16493127863391
12242	Manes.08G160900.2.v7.1	0.166666666666667	0.04973	-39.2171727327569	-13.4530464508345	-25.1656223175038	-2.35143106106308	3.35143106106308
12243	Manes.08G161000.1.v7.1	0.5	0.22259	-16.9702592209893	-0.797025922098926	-1.81649255098197	-1.24628240262366	2.24628240262366
12244	Manes.08G161100.4.v7.1	1.4	0.46419	-0.750360843620069	-1.33982723004346	-1.46824055272873	-2.0160063766992	3.0160063766992
12245	Manes.08G161240.2.v7.1	2	0.43485	-4.74910888812234	0.0144384763218846	10.1832432639608	-3.59928711049787	4.59928711049787
12246	Manes.08G161300.2.v7.1	NA	0.51405	NA	NA	NA	NA	NA
12247	Manes.08G161520.1.v7.1	0	1e-04	NA	NA	NA	1	0
12248	Manes.08G161600.1.v7.1	0	1e-04	NA	NA	NA	1	0
12249	Manes.08G161660.1.v7.1	0.8	0.38001	-1.0467297644214	-2.20715244335675	-2.54439110465055	-1.10520775769059	2.10520775769059
12250	Manes.08G161700.1.v7.1	0	0.45256	-1.2096517588828	NA	NA	1	0
12251	Manes.08G161728.1.v7.1	NA	0.16267	NA	NA	NA	NA	NA
12252	Manes.08G161732.1.v7.1	0	0.06265	NA	NA	NA	1	0
12253	Manes.08G162000.1.v7.1	NA	0.32696	NA	NA	NA	NA	NA
12254	Manes.08G162100.1.v7.1	0.75	0.3933	-2.2360215426577	-1.12845464561712	-1.04414677490078	-0.906941266209001	1.906941266209
12255	Manes.08G162200.1.v7.1	0.6	0.21068	-7.81499362608153	-1.39748453017053	-2.08516270577675	-1.84792101765711	2.84792101765711
12256	Manes.08G162300.2.v7.1	0.75	0.20236	-12.589642221783	0.0665700292108674	0.722840174761535	-2.70626606048626	3.70626606048626
12257	Manes.08G162500.2.v7.1	NA	0.54377	NA	NA	NA	NA	NA
12258	Manes.08G162504.1.v7.1	0	0.11087	NA	NA	NA	1	0
12259	Manes.08G162508.1.v7.1	1	0.05907	-49.7872016251905	-6.85116160389418	-8.20631800069537	-15.9290672083968	16.9290672083968
12260	Manes.08G162512.1.v7.1	0	0.09536	NA	NA	NA	1	0
12261	Manes.08G162520.1.v7.1	0	0.0388	NA	NA	NA	1	0
12262	Manes.08G162540.1.v7.1	NA	0.90836	NA	NA	NA	NA	NA
12263	Manes.08G162600.1.v7.1	0.25	0.08264	-107.90609874153	-0.613423685059697	6.54179400059476	-2.02516940948693	3.02516940948693
12264	Manes.08G162700.1.v7.1	1	0.04687	-41.6712182632814	-20.3356091316407	-20.1860775120856	-20.3356091316407	21.3356091316407
12265	Manes.08G162800.1.v7.1	0.5	0.13841	-8.63321532644559	-4.49093273607398	-13.1411222257982	-2.61245574741709	3.61245574741709
12266	Manes.08G162900.1.v7.1	0	0.2359	-15.9563374311149	-0.541485221010443	-0.963025132311588	1	0
12267	Manes.08G163100.2.v7.1	0.0769230769230769	0.03836	-442.169968717414	-0.931023828834048	-4.08652356937291	-1.0052939760969	2.0052939760969
12268	Manes.08G163200.2.v7.1	2	0.3513	-0.89771325552709	-1.12166699375699	0.361673548162901	-4.69313976658127	5.69313976658127
12269	Manes.08G163400.22.v7.1	NA	0.76312	-0.310409896215536	0.221944124122025	0.515729568596154	NA	NA
12270	Manes.08G163500.1.v7.1	1	0.11855	-7.43525938422606	NA	NA	-7.43525938422606	8.43525938422606
12271	Manes.08G163600.1.v7.1	0.666666666666667	0.19621	-3.45950767035319	-5.90161901364185	-20.0870098120592	-2.39772012979291	3.39772012979291
12272	Manes.08G163633.1.v7.1	0.666666666666667	0.42356	-0.770705449050902	-2.89469033075916	-5.12207129126696	-0.573960399156358	1.57396039915636
12273	Manes.08G163800.1.v7.1	0.333333333333333	0.36202	-10.049113308657	-0.24302524722391	-10.7690960393021	0.0792405576119193	0.920759442388081
12274	Manes.08G163804.1.v7.1	0	0.07725	NA	NA	NA	1	0
12275	Manes.08G163900.2.v7.1	0.466666666666667	0.15922	-8.81346564501947	-2.84112754105566	-2.92400008352493	-1.93095507264582	2.93095507264582
12276	Manes.08G164000.4.v7.1	0.461538461538462	0.13584	-11.5147232037691	-3.89952767568377	-6.00744279478932	-2.39766240826312	3.39766240826312
12277	Manes.08G164300.1.v7.1	1	0.2737	-2.65363536719035	-3.07359345537315	-2.98437776232513	-2.65363536719035	3.65363536719035
12278	Manes.08G164400.3.v7.1	3	0.52039	0.475917537371447	-7.33610978115276	-8.01412443562283	-4.76490708891408	5.76490708891408
12279	Manes.08G164500.4.v7.1	0.666666666666667	0.16088	-3.66185977125808	-6.85155329896098	-14.3143319145555	-3.14387535222941	4.14387535222941
12280	Manes.08G164600.1.v7.1	0.25	0.03696	-107.225108225108	-4.56586270871985	-4.23612731994069	-5.76406926406926	6.76406926406926
12281	Manes.08G164700.1.v7.1	0	0.24546	NA	NA	NA	1	0
12282	Manes.08G164800.1.v7.1	1.5	0.09593	-9.42426769519441	-7.58469104310128	-8.71172454098993	-14.6364015427916	15.6364015427916
12283	Manes.08G164900.1.v7.1	NA	1.03445	0.355535147501893	-0.427737519380421	-0.472264363640332	NA	NA
12284	Manes.08G165200.1.v7.1	0.636363636363636	0.18016	-8.251036116045	-2.44564550597613	-2.22806885865094	-2.53221378976263	3.53221378976263
12285	Manes.08G165300.1.v7.1	0.25	0.02716	-183.094256259205	-9.73883161512027	-15.2942523030888	-8.20471281296023	9.20471281296023
12286	Manes.08G165450.1.v7.1	3	0.52652	0.050368457038669	-4.23455435876246	-4.55789729928874	-4.69778925776799	5.69778925776799
12287	Manes.08G165600.4.v7.1	0.384615384615385	0.16326	-12.0160480215607	-2.09588865985971	-3.99138699462086	-1.3558457957576	2.3558457957576
12288	Manes.08G165700.5.v7.1	1	0.26357	-3.55287020525856	-4.17777395892151	-3.91792449030962	-2.79405850438214	3.79405850438214
12289	Manes.08G165800.1.v7.1	0.714285714285714	0.23835	-7.39102160688064	-1.49551162074762	-1.50985948027874	-1.9967934310288	2.9967934310288
12290	Manes.08G165900.1.v7.1	1.33333333333333	0.15487	-4.38085706291298	-5.02655991046254	-1.36540740725312	-7.60937130066075	8.60937130066075
12291	Manes.08G166100.7.v7.1	0.75	0.13528	-9.56010813550731	-3.87298844688773	-1.43172693562328	-4.54405677114134	5.54405677114134
12292	Manes.08G166200.1.v7.1	0	0.02575	-115.504854368932	-14.932287776948	-20.4270800709886	1	0
12293	Manes.08G166301.1.v7.1	0	1e-04	NA	NA	NA	1	0
12294	Manes.08G166400.1.v7.1	NA	0.09436	-20.1954217888936	-3.84466783746139	-5.88851208139042	NA	NA
12295	Manes.08G166500.1.v7.1	0.5	0.0911	-53.8847420417124	-1.31093650701947	0.490355966755528	-4.48847420417124	5.48847420417124
12296	Manes.08G166600.1.v7.1	0.375	0.1468	-13.9863760217984	-2.06656554023053	-2.05543903549502	-1.55449591280654	2.55449591280654
12297	Manes.08G166700.3.v7.1	0	0.1637	-41.7611484422724	-0.0373324419958274	-0.0825997689753185	1	0
12298	Manes.08G166800.1.v7.1	0	0.09462	NA	NA	NA	1	0
12299	Manes.08G166900.1.v7.1	0	0.08393	NA	NA	NA	1	0
12300	Manes.08G167000.1.v7.1	NA	0.02268	-43.0917107583774	-43.0917107583774	-43.0917107583774	NA	NA
12301	Manes.08G167100.1.v7.1	0	0.01394	NA	NA	NA	1	0
12302	Manes.08G167300.1.v7.1	NA	0.13931	-6.17823558969205	-3.52781014119037	-1.228726372606	NA	NA
12303	Manes.08G167400.1.v7.1	0	0.17015	NA	NA	NA	1	0
12304	Manes.08G167500.1.v7.1	2	0.493	-0.738626485076789	-1.38054992111787	-1.07128290693363	-3.05679513184584	4.05679513184584
12305	Manes.08G167600.16.v7.1	0.714285714285714	0.38889	-1.8051867903754	-0.92856591838309	-1.25129757477407	-0.836729446079133	1.83672944607913
12306	Manes.08G167700.2.v7.1	NA	0.50029	0.75014491594875	-8.4063090466353	-5.81486458284303	NA	NA
12307	Manes.08G167800.6.v7.1	2	0.11299	-34.4013629524737	-0.325601696458265	0.353949001068912	-16.7006814762368	17.7006814762368
12308	Manes.08G167900.1.v7.1	2	0.18071	-11.9120321694059	-0.176251377751259	0.554262878944555	-10.067456145205	11.067456145205
12309	Manes.08G168000.1.v7.1	NA	0.8581	NA	NA	NA	NA	NA
12310	Manes.08G168100.1.v7.1	0	0.04316	NA	NA	NA	1	0
12311	Manes.08G168200.3.v7.1	0.5	0.45913	-2.04924531178533	-1.39766588141584	-1.88698022771512	-0.0890161827804761	1.08901618278048
12312	Manes.08G168300.1.v7.1	0.375	0.2129	-7.45467355565993	-2.05680437197581	-4.95876728706393	-0.76139032409582	1.76139032409582
12313	Manes.08G168800.9.v7.1	2.25	0.36197	-0.447107560873895	-3.63244490883275	-2.90873671880964	-5.21598475011741	6.21598475011741
12314	Manes.08G168900.1.v7.1	1.5	0.13651	-4.860376529192	-10.0797743755036	-13.3083878500875	-9.988205992235	10.988205992235
12315	Manes.08G169000.3.v7.1	1	0.30569	-1.54433503803781	-2.22294374980159	-3.09182339326624	-2.27128790604861	3.27128790604861
12316	Manes.08G169100.1.v7.1	0.666666666666667	0.16158	-9.83054833519	-2.46952630651108	-2.78972539921476	-3.12592317531048	4.12592317531048
12317	Manes.08G169200.3.v7.1	1	0.19805	-4.04922999242616	-2.8063426096751	-0.102822410980175	-4.04922999242616	5.04922999242616
12318	Manes.08G169400.1.v7.1	0.8	0.19046	-4.25044628793447	-4.43796222678928	-10.0579762183011	-3.20035703034758	4.20035703034758
12319	Manes.08G169500.2.v7.1	0.8	0.16048	-5.23130608175474	-6.97607178464606	-8.59487130007826	-3.98504486540379	4.98504486540379
12320	Manes.08G169600.9.v7.1	1	0.24003	-11.4984376952881	-0.827256972995335	1.3601965379447	-3.16614589842936	4.16614589842936
12321	Manes.08G169800.1.v7.1	NA	1e-04	NA	NA	NA	NA	NA
12322	Manes.08G169900.2.v7.1	0	1e-04	NA	NA	NA	1	0
12323	Manes.08G170000.8.v7.1	NA	0.21143	-3.72969777231235	-3.72969777231235	3.60133377477179	NA	NA
12324	Manes.08G170100.3.v7.1	0.857142857142857	0.14277	-6.00427260628984	-9.40912734545851	-7.87851934507636	-5.00366223396272	6.00366223396272
12325	Manes.08G170200.1.v7.1	5	0.17518	-0.630975486438439	-14.7660963689049	-8.26850047938403	-27.5420710126727	28.5420710126727
12326	Manes.08G170300.2.v7.1	0.5	0.21142	-2.54744111247753	-8.73272305218195	-16.4129770736128	-1.36496074165169	2.36496074165169
12327	Manes.08G170400.2.v7.1	1	0.22321	-2.73340501470962	-3.86210885636601	-3.64886345172666	-3.48008601765154	4.48008601765154
12328	Manes.08G170500.2.v7.1	1	0.29563	-1.41614759762444	-5.53869943607115	-6.48570588895188	-2.38260663667422	3.38260663667422
12329	Manes.08G170600.1.v7.1	4	0.33293	-0.201453759048449	-4.88416902484794	-4.46649348938022	-11.0145375904845	12.0145375904845
12330	Manes.08G170700.1.v7.1	1	0.26365	-2.79290726341741	-2.68052482598282	-4.22421995599412	-2.79290726341741	3.79290726341741
12331	Manes.08G170800.1.v7.1	1.66666666666667	0.1805	-6.91452314998021	-1.4694539285791	0.463177337361949	-8.2336103416436	9.2336103416436
12332	Manes.08G170900.1.v7.1	3	0.47179	0.0579612869190859	-3.04426964753703	-2.97821429116791	-5.35876131329617	6.35876131329617
12333	Manes.08G171000.1.v7.1	0.375	0.13346	-13.0491533043609	-3.05497130667043	-3.68747124142241	-1.80983066087217	2.80983066087217
12334	Manes.08G171200.2.v7.1	2	0.5605	0.107939339875112	-6.17703349282297	-8.14058428374563	-2.56824264049955	3.56824264049955
12335	Manes.08G171300.1.v7.1	NA	0.09709	-2.43324063583617	-17.1961753699317	-1.97802118779206	NA	NA
12336	Manes.08G171400.1.v7.1	8	0.26673	-0.249703195491071	-4.79990457394574	-2.80151649467122	-28.9928766917857	29.9928766917857
12337	Manes.08G171500.2.v7.1	0.666666666666667	2	0.25	0.333333333333333	0.522413793103448	0.666666666666667	0.333333333333333
12338	Manes.08G171700.1.v7.1	NA	1.35335	NA	NA	NA	NA	NA
12339	Manes.08G171800.1.v7.1	3	1.03207	0.806214694739698	-2.68192079994574	-18.7015060347974	-1.90677957890453	2.90677957890453
12340	Manes.08G171900.1.v7.1	1.66666666666667	1.01503	0.605922977645981	-2.92561341498811	-6.03525474484095	-0.641987593141749	1.64198759314175
12341	Manes.08G172000.2.v7.1	2	0.50538	-0.696036363019623	-0.854261977599022	-0.195948795264034	-2.95741818037912	3.95741818037912
12342	Manes.08G172100.3.v7.1	3	0.4839	0.311152441964593	-4.79142206200138	-5.56953638337256	-5.19962802231866	6.19962802231866
12343	Manes.08G172200.3.v7.1	1	0.27474	-0.819902453228507	-3.30158761672193	-7.94352062729438	-2.63980490645701	3.63980490645701
12344	Manes.08G172300.2.v7.1	2.5	0.08085	-13.135524339606	-6.83163602876641	-4.21936186847313	-29.9214594928881	30.9214594928881
12345	Manes.08G172400.1.v7.1	NA	0.23461	-11.7871787221346	-0.391801765674515	-0.598397340266825	NA	NA
12346	Manes.08G172500.13.v7.1	2	0.24821	-0.208653962370573	-9.19061183959503	-14.0424711182966	-7.05769308247049	8.05769308247049
12347	Manes.08G172600.1.v7.1	0.5	0.19968	-10.2680288461538	-0.224785744147157	-0.00611334230285854	-1.50400641025641	2.50400641025641
12348	Manes.08G172700.1.v7.1	0	0.31593	NA	NA	NA	1	0
12349	Manes.08G172900.2.v7.1	NA	0.16872	-8.48316737790422	-2.10349719798539	-1.74854078971227	NA	NA
12350	Manes.08G173100.2.v7.1	0.666666666666667	0.10291	-11.9563048618534	-4.47931835567368	-4.63797039185807	-5.4781524309267	6.4781524309267
12351	Manes.08G173200.1.v7.1	3.33333333333333	0.6635	0.536258767607675	-2.94338863024022	-1.09931506452886	-4.02386335091685	5.02386335091685
12352	Manes.08G173300.3.v7.1	1.4	0.31661	-3.10599791541644	-1.0834419450329	-0.644010725283504	-3.42184390891001	4.42184390891001
12353	Manes.08G173500.1.v7.1	1.22222222222222	0.36081	-1.94476317175245	-1.48711150375722	-1.35151635496472	-2.38743998842111	3.38743998842111
12354	Manes.08G173700.1.v7.1	2.5	0.39309	0.046019995420896	-3.64928186139701	-1.82549348701612	-5.35986669719403	6.35986669719403
12355	Manes.08G173900.1.v7.1	0.75	0.22422	-3.45990545000446	-4.84035237500584	-4.88840098980629	-2.34492908750335	3.34492908750335
12356	Manes.08G174000.2.v7.1	2	0.3057	-0.526551084941664	-4.51820702600742	-4.33272205966815	-5.54236179260713	6.54236179260713
12357	Manes.08G174050.1.v7.1	2	2	0.75	0.228571428571429	0.781454248366013	0	1
12358	Manes.08G174100.7.v7.1	1	0.16276	-6.8196563819567	-3.03412021745765	-2.72388441622149	-5.14401572868027	6.14401572868027
12359	Manes.08G174200.9.v7.1	NA	0.46108	-1.1688210288887	-0.609125279498065	-0.0896576620948855	NA	NA
12360	Manes.08G174300.4.v7.1	2.33333333333333	0.51377	0.0268018763259823	-2.72188940956307	-1.75504051190988	-3.54159124381208	4.54159124381208
12361	Manes.08G174400.2.v7.1	1	0.08881	-21.5199864880081	-2.45477065441033	0.726015118948017	-10.2599932440041	11.2599932440041
